"image_id";"is_updated";"travel_image";"travel_name"
23;"1";"http://tong.visitkorea.or.kr/cms/resource/70/1618770_image2_1.jpg";"문섬/섶섬/범섬/새섬"
24;"1";"http://tong.visitkorea.or.kr/cms/resource/98/2740898_image2_1.jpg";"미천굴"
25;"1";"http://tong.visitkorea.or.kr/cms/resource/88/2740888_image2_1.jpg";"박수기정"
26;"1";"http://tong.visitkorea.or.kr/cms/resource/99/2731799_image2_1.jpg";"백약이오름"
27;"1";"http://tong.visitkorea.or.kr/cms/resource/53/2740753_image2_1.jpg";"법환포구"
28;"1";"http://tong.visitkorea.or.kr/cms/resource/38/2513538_image2_1.jpg";"보목마을"
29;"1";"http://tong.visitkorea.or.kr/cms/resource/69/2740769_image2_1.jpg";"보목포구"
30;"1";"http://tong.visitkorea.or.kr/cms/resource/48/2369548_image2_1.jpg";"사계발자국화석발견지"
31;"1";"http://tong.visitkorea.or.kr/cms/resource/81/2444181_image2_1.jpg";"사계해변"
32;"1";"http://tong.visitkorea.or.kr/cms/resource/39/1036539_image2_1.jpg";"산방굴사(제주)"
33;"1";"http://tong.visitkorea.or.kr/cms/resource/86/2648186_image2_1.jpg";"산방산(제주)"
34;"1";"http://tong.visitkorea.or.kr/cms/resource/52/2740352_image2_1.png";"산방산유람선"
35;"1";"http://tong.visitkorea.or.kr/cms/resource/39/1617239_image2_1.jpg";"삼매봉"
36;"1";"http://tong.visitkorea.or.kr/cms/resource/68/2740868_image2_1.jpg";"상효원수목원/상효원"
37;"0";"http://tong.visitkorea.or.kr/cms/resource/70/2771370_image2_1.jpg";"새섬공원"
38;"1";"http://tong.visitkorea.or.kr/cms/resource/55/2661655_image2_1.JPG";"서건도"
39;"1";"http://tong.visitkorea.or.kr/cms/resource/79/1619879_image2_1.jpg";"서귀본향당"
40;"1";"http://tong.visitkorea.or.kr/cms/resource/08/2617808_image2_1.jpg";"서귀포가시리마을(녹산로유채꽃도로)"
41;"1";"http://tong.visitkorea.or.kr/cms/resource/73/2641073_image2_1.jpg";"서귀포김정희유배지"
42;"1";"http://tong.visitkorea.or.kr/cms/resource/23/1954923_image2_1.jpg";"서귀포예래생태마을"
43;"1";"http://tong.visitkorea.or.kr/cms/resource/11/2046611_image2_1.jpg";"서귀포전기버스시티투어"
44;"1";"http://tong.visitkorea.or.kr/cms/resource/82/1618782_image2_1.jpg";"서귀포유람선뉴파라다이스호"
45;"1";"http://tong.visitkorea.or.kr/cms/resource/11/1207811_image2_1.jpg";"서귀포자연휴양림"
46;"1";"http://tong.visitkorea.or.kr/cms/resource/76/1618776_image2_1.jpg";"서귀포잠수함"
47;"1";"http://tong.visitkorea.or.kr/cms/resource/97/2676397_image2_1.JPG";"석부작박물관"
48;"1";"http://tong.visitkorea.or.kr/cms/resource/98/724098_image2_1.jpg";"선광사(제주)"
49;"1";"http://tong.visitkorea.or.kr/cms/resource/07/197707_image2_1.jpg";"선임교"
50;"1";"http://tong.visitkorea.or.kr/cms/resource/80/2513480_image2_1.jpg";"섭지코지"
51;"1";"http://tong.visitkorea.or.kr/cms/resource/95/2541395_image2_1.jpg";"섯알오름"
52;"1";"http://tong.visitkorea.or.kr/cms/resource/00/2613500_image2_1.jpg";"성산일출봉[유네스코세계자연유산]"
53;"1";"http://tong.visitkorea.or.kr/cms/resource/49/2740849_image2_1.jpg";"성읍랜드"
54;"1";"http://tong.visitkorea.or.kr/cms/resource/26/2707926_image2_1.jpg";"소인국테마파크"
55;"1";"http://tong.visitkorea.or.kr/cms/resource/99/197899_image2_1.jpg";"소정방폭포"
56;"0";"http://tong.visitkorea.or.kr/cms/resource/34/2771934_image2_1.jpg";"솔오름(미악산)"
57;"1";"http://tong.visitkorea.or.kr/cms/resource/30/1620230_image2_1.jpg";"송악산"
58;"0";"http://tong.visitkorea.or.kr/cms/resource/82/2771882_image2_1.jpg";"송악산전망대"
59;"0";"http://tong.visitkorea.or.kr/cms/resource/83/2771783_image2_1.jpg";"송악산진지동굴/진지동굴(송악산진지동굴)"
60;"1";"http://tong.visitkorea.or.kr/cms/resource/10/1786510_image2_1.jpg";"쇠소깍"
61;"1";"http://tong.visitkorea.or.kr/cms/resource/21/2740621_image2_1.jpg";"신도포구"
62;"1";"http://tong.visitkorea.or.kr/cms/resource/51/1617251_image2_1.jpg";"신양섭지해수욕장"
63;"1";"http://tong.visitkorea.or.kr/cms/resource/11/1938311_image2_1.jpg";"신양마을"
64;"1";"http://tong.visitkorea.or.kr/cms/resource/23/2516623_image2_1.jpg";"신풍신천바다목장"
65;"1";"http://tong.visitkorea.or.kr/cms/resource/15/2562215_image2_1.jpg";"신화워터파크"
66;"1";"http://tong.visitkorea.or.kr/cms/resource/95/2562195_image2_1.jpg";"신화테마파크"
67;"1";"http://tong.visitkorea.or.kr/cms/resource/83/1617283_image2_1.jpg";"안덕계곡"
68;"1";"http://tong.visitkorea.or.kr/cms/resource/02/200902_image2_1.jpg";"알뜨르비행장및일본군비행기격납고"
69;"1";"http://tong.visitkorea.or.kr/cms/resource/15/2640015_image2_1.jpg";"약천사(제주)"
70;"1";"http://tong.visitkorea.or.kr/cms/resource/86/1617086_image2_1.jpg";"양금석가옥"
71;"1";"http://tong.visitkorea.or.kr/cms/resource/80/2363280_image2_1.JPG";"어멍아방잔치마을"
72;"1";"http://tong.visitkorea.or.kr/cms/resource/39/2662739_image2_1.jpg";"엉덩물계곡"
73;"1";"http://tong.visitkorea.or.kr/cms/resource/96/1954196_image2_1.jpg";"엉또폭포"
74;"1";"http://tong.visitkorea.or.kr/cms/resource/49/2654749_image2_1.jpg";"여미지식물원"
75;"1";"http://tong.visitkorea.or.kr/cms/resource/43/2740343_image2_1.jpg";"예래포구(하예포구)"
76;"1";"http://tong.visitkorea.or.kr/cms/resource/37/2742637_image2_1.jpg";"오조포구"
77;"1";"http://tong.visitkorea.or.kr/cms/resource/84/2713384_image2_1.jpg";"왕이메오름"
78;"1";"http://tong.visitkorea.or.kr/cms/resource/91/2023691_image2_1.jpg";"외돌개(제주)"
79;"1";"http://tong.visitkorea.or.kr/cms/resource/43/2369543_image2_1.jpg";"용머리해안"
80;"1";"http://tong.visitkorea.or.kr/cms/resource/50/2742650_image2_1.jpg";"월평포구"
81;"1";"http://tong.visitkorea.or.kr/cms/resource/59/2517259_image2_1.jpg";"위미1리어촌체험마을"
82;"1";"http://tong.visitkorea.or.kr/cms/resource/25/2740425_image2_1.jpg";"위미항"
83;"1";"http://tong.visitkorea.or.kr/cms/resource/58/2755158_image2_1.jpg";"유채꽃프라자"
84;"1";"http://tong.visitkorea.or.kr/cms/resource/93/1010693_image2_1.jpg";"이상한나라의앨리스"
85;"1";"http://tong.visitkorea.or.kr/cms/resource/88/2740388_image2_1.jpg";"이승이오름(이승악)"
86;"1";"http://tong.visitkorea.or.kr/cms/resource/38/2046538_image2_1.jpg";"이중섭거주지"
87;"1";"http://tong.visitkorea.or.kr/cms/resource/17/1617217_image2_1.jpg";"이중섭문화거리"
88;"0";"http://tong.visitkorea.or.kr/cms/resource/95/2776095_image2_1.jpg";"인디고트리"
89;"1";"http://tong.visitkorea.or.kr/cms/resource/90/170990_image2_1.jpg";"일출랜드"
90;"1";"http://tong.visitkorea.or.kr/cms/resource/08/2740808_image2_1.jpg";"자구리문화예술공원(자구리공원)"
91;"1";"http://tong.visitkorea.or.kr/cms/resource/09/1618509_image2_1.jpg";"점보빌리지"
92;"1";"http://tong.visitkorea.or.kr/cms/resource/78/2665278_image2_1.jpg";"정방폭포"
93;"1";"http://tong.visitkorea.or.kr/cms/resource/00/1618200_image2_1.jpg";"정의향교"
94;"1";"http://tong.visitkorea.or.kr/cms/resource/56/1618156_image2_1.jpg";"정의현성"
95;"1";"http://tong.visitkorea.or.kr/cms/resource/49/2571149_image2_1.bmp";"제이엠그랑블루요트"
96;"1";"http://tong.visitkorea.or.kr/cms/resource/39/2716539_image2_1.jpg";"제주가시리유채꽃길"
97;"1";"http://tong.visitkorea.or.kr/cms/resource/42/2023342_image2_1.JPG";"제주동백마을"
98;"1";"http://tong.visitkorea.or.kr/cms/resource/41/1620141_image2_1.jpg";"제주서광다원"
99;"1";"http://tong.visitkorea.or.kr/cms/resource/89/1618189_image2_1.jpg";"제주성읍마을고창환고택"
100;"1";"http://tong.visitkorea.or.kr/cms/resource/95/1618195_image2_1.jpg";"제주성읍마을고평오고택"
101;"1";"http://tong.visitkorea.or.kr/cms/resource/70/2602770_image2_1.bmp";"제주다원녹차미로공원"
102;"1";"http://tong.visitkorea.or.kr/cms/resource/48/2517348_image2_1.jpg";"제주도예촌"
103;"1";"http://tong.visitkorea.or.kr/cms/resource/35/2755635_image2_1.jpg";"제주자연생태공원"
104;"1";"http://tong.visitkorea.or.kr/cms/resource/93/1617293_image2_1.jpg";"제주조각공원(포레스트판타지아)"
105;"1";"http://tong.visitkorea.or.kr/cms/resource/07/2046607_image2_1.jpg";"제지기오름"
106;"1";"http://tong.visitkorea.or.kr/cms/resource/17/1797717_image2_1.jpg";"조랑말체험공원"
107;"1";"http://tong.visitkorea.or.kr/cms/resource/93/197693_image2_1.jpg";"주상절리대(대포동지삿개)"
108;"1";"http://tong.visitkorea.or.kr/cms/resource/99/2729999_image2_1.jpg";"중문관광단지"
109;"1";"http://tong.visitkorea.or.kr/cms/resource/81/2740481_image2_1.jpg";"중문미로파크"
110;"1";"http://tong.visitkorea.or.kr/cms/resource/08/2650708_image2_1.jpg";"천제연폭포"
111;"1";"http://tong.visitkorea.or.kr/cms/resource/69/2549069_image2_1.jpg";"천지연걸매생태공원"
112;"1";"http://tong.visitkorea.or.kr/cms/resource/96/2612496_image2_1.jpg";"천지연폭포(제주도국가지질공원)"
113;"1";"http://tong.visitkorea.or.kr/cms/resource/31/2616831_image2_1.jpg";"카멜리아힐"
114;"1";"http://tong.visitkorea.or.kr/cms/resource/79/2609179_image2_1.bmp";"코코몽에코파크(제주)"
115;"1";"http://tong.visitkorea.or.kr/cms/resource/30/2740530_image2_1.jpg";"토이파크"
116;"1";"http://tong.visitkorea.or.kr/cms/resource/72/2753572_image2_1.jpg";"파더스가든"
117;"1";"http://tong.visitkorea.or.kr/cms/resource/68/2587868_image2_1.bmp";"퍼시픽리솜"
118;"1";"http://tong.visitkorea.or.kr/cms/resource/01/1618201_image2_1.jpg";"표선해비치해변"
119;"0";"http://tong.visitkorea.or.kr/cms/resource/56/2772556_image2_1.jpg";"하례감귤체험농장"
120;"0";"http://tong.visitkorea.or.kr/cms/resource/18/1954918_image2_1.jpg";"하멜기념비"
121;"1";"http://tong.visitkorea.or.kr/cms/resource/99/1632499_image2_1.jpg";"한라산백록담"
122;"1";"http://tong.visitkorea.or.kr/cms/resource/09/2617909_image2_1.jpg";"한라산영실"
123;"1";"http://tong.visitkorea.or.kr/cms/resource/30/197730_image2_1.jpg";"형제섬"
124;"1";"http://tong.visitkorea.or.kr/cms/resource/67/2742667_image2_1.jpg";"형제해안도로"
125;"1";"http://tong.visitkorea.or.kr/cms/resource/86/2740586_image2_1.jpg";"화순곶자왈(생태탐방숲길)"
126;"1";"http://tong.visitkorea.or.kr/cms/resource/38/197738_image2_1.jpg";"화순금모래해변"
127;"0";"http://tong.visitkorea.or.kr/cms/resource/76/2772076_image2_1.jpg";"황우지해안열두굴"
128;"1";"http://tong.visitkorea.or.kr/cms/resource/47/2615547_image2_1.bmp";"휴애리자연생활공원"
129;"1";"http://tong.visitkorea.or.kr/cms/resource/44/2658444_image2_1.jpg";"1100고지습지"
130;"1";"http://tong.visitkorea.or.kr/cms/resource/23/2740723_image2_1.jpg";"5.16도로숲터널"
131;"1";"http://tong.visitkorea.or.kr/cms/resource/23/1617123_image2_1.jpg";"SOS박물관"
132;"1";"http://tong.visitkorea.or.kr/cms/resource/01/1884201_image2_1.jpg";"가메창(암메)"
133;"1";"http://tong.visitkorea.or.kr/cms/resource/62/2661662_image2_1.jpg";"거문오름[세계자연유산]"
134;"1";"http://tong.visitkorea.or.kr/cms/resource/12/1620312_image2_1.jpg";"검멀레해변"
135;"1";"http://tong.visitkorea.or.kr/cms/resource/05/2759205_image2_1.jpg";"고스트타운"
136;"1";"http://tong.visitkorea.or.kr/cms/resource/88/599788_image2_1.jpg";"곽지해수욕장(곽지과물해변)"
137;"1";"http://tong.visitkorea.or.kr/cms/resource/75/2513575_image2_1.jpg";"관덕정(제주)"
138;"1";"http://tong.visitkorea.or.kr/cms/resource/92/1618292_image2_1.jpg";"관음사(제주)"
139;"1";"http://tong.visitkorea.or.kr/cms/resource/12/2028712_image2_1.jpg";"교래삼다수마을"
140;"1";"http://tong.visitkorea.or.kr/cms/resource/04/1618304_image2_1.jpg";"구시물"
141;"1";"http://tong.visitkorea.or.kr/cms/resource/93/1618693_image2_1.jpg";"구엄어촌체험마을"
142;"1";"http://tong.visitkorea.or.kr/cms/resource/44/2740644_image2_1.jpg";"구엄포구"
143;"0";"http://tong.visitkorea.or.kr/cms/resource/60/2771760_image2_1.jpg";"궷물오름"
144;"0";"http://tong.visitkorea.or.kr/cms/resource/73/2772573_image2_1.jpg";"귤향기감귤체험농장"
145;"1";"http://tong.visitkorea.or.kr/cms/resource/44/218744_image2_1.jpg";"금능석물원"
146;"1";"http://tong.visitkorea.or.kr/cms/resource/30/1618430_image2_1.jpg";"금능해수욕장"
147;"1";"http://tong.visitkorea.or.kr/cms/resource/76/2027876_image2_1.jpg";"금룡사(제주)"
148;"1";"http://tong.visitkorea.or.kr/cms/resource/07/2513607_image2_1.jpg";"금산공원(납읍난대림지대)"
149;"1";"http://tong.visitkorea.or.kr/cms/resource/37/1618237_image2_1.jpg";"김녕사굴[유네스코세계자연유산]"
150;"1";"http://tong.visitkorea.or.kr/cms/resource/72/221572_image2_1.jpg";"김녕성세기해변(김녕해수욕장)"
151;"1";"http://tong.visitkorea.or.kr/cms/resource/73/2721573_image2_1.png";"넥슨컴퓨터박물관"
152;"1";"http://tong.visitkorea.or.kr/cms/resource/21/2740421_image2_1.jpg";"느지리오름(망오름)"
153;"1";"http://tong.visitkorea.or.kr/cms/resource/28/2652528_image2_1.jpg";"다랑쉬오름(월랑봉)"
154;"1";"http://tong.visitkorea.or.kr/cms/resource/08/1620108_image2_1.jpg";"다희연"
155;"1";"http://tong.visitkorea.or.kr/cms/resource/39/2652539_image2_1.jpg";"닭머르해안길"
156;"0";"http://tong.visitkorea.or.kr/cms/resource/86/2771686_image2_1.jpg";"답다니탑망대"
157;"1";"http://tong.visitkorea.or.kr/cms/resource/47/2612547_image2_1.jpg";"당산봉"
158;"1";"http://tong.visitkorea.or.kr/cms/resource/22/1620122_image2_1.jpg";"더마파크"
159;"1";"http://tong.visitkorea.or.kr/cms/resource/13/2740613_image2_1.jpg";"도두봉"
160;"1";"http://tong.visitkorea.or.kr/cms/resource/04/2759704_image2_1.jpg";"도련감귤나무숲"
161;"1";"http://tong.visitkorea.or.kr/cms/resource/07/2759007_image2_1.jpg";"도시해녀"
162;"1";"http://tong.visitkorea.or.kr/cms/resource/60/2751960_image2_1.jpg";"도치돌알파카목장"
163;"1";"http://tong.visitkorea.or.kr/cms/resource/65/2758965_image2_1.jpg";"라온ZOO"
164;"1";"http://tong.visitkorea.or.kr/cms/resource/04/2658504_image2_1.jpeg";"만장굴(제주도국가지질공원)"
165;"1";"http://tong.visitkorea.or.kr/cms/resource/91/1618591_image2_1.jpg";"모충사"
166;"1";"http://tong.visitkorea.or.kr/cms/resource/36/2740436_image2_1.jpg";"문도지오름"
167;"1";"http://tong.visitkorea.or.kr/cms/resource/11/666111_image2_1.jpg";"물드리네"
168;"0";"http://tong.visitkorea.or.kr/cms/resource/44/2771644_image2_1.jpg";"바리메/바리메오름"
169;"1";"http://tong.visitkorea.or.kr/cms/resource/74/221574_image2_1.jpg";"방사탑(제주)"
170;"1";"http://tong.visitkorea.or.kr/cms/resource/02/1802002_image2_1.jpg";"방선문"
171;"1";"http://tong.visitkorea.or.kr/cms/resource/52/2401952_image2_1.jpg";"백제사"
172;"1";"http://tong.visitkorea.or.kr/cms/resource/38/192238_image2_1.jpg";"별방진"
173;"1";"http://tong.visitkorea.or.kr/cms/resource/26/1950426_image2_1.jpg";"보덕사(제주)"
174;"1";"http://tong.visitkorea.or.kr/cms/resource/40/492040_image2_1.JPG";"보림사(제주)"
175;"1";"http://tong.visitkorea.or.kr/cms/resource/13/656813_image2_1.jpg";"북촌돌하르방공원"
176;"1";"http://tong.visitkorea.or.kr/cms/resource/20/2661520_image2_1.jpg";"북촌리4.3길"
177;"1";"http://tong.visitkorea.or.kr/cms/resource/21/1618521_image2_1.jpg";"불탑사(제주)"
178;"1";"http://tong.visitkorea.or.kr/cms/resource/44/2642844_image2_1.jpg";"브릭캠퍼스제주"
179;"1";"http://tong.visitkorea.or.kr/cms/resource/94/2497494_image2_1.jpg";"비양도"
180;"1";"http://tong.visitkorea.or.kr/cms/resource/66/2668266_image2_1.jpg";"비자림"
181;"1";"http://tong.visitkorea.or.kr/cms/resource/43/2718143_image2_1.JPG";"비체올린"
182;"1";"http://tong.visitkorea.or.kr/cms/resource/23/1618223_image2_1.jpg";"사라봉(모충사)의병항쟁기념탑"
183;"1";"http://tong.visitkorea.or.kr/cms/resource/92/197792_image2_1.jpg";"사라봉공원"
184;"1";"http://tong.visitkorea.or.kr/cms/resource/12/2009312_image2_1.jpg";"산지등대"
185;"1";"http://tong.visitkorea.or.kr/cms/resource/04/1938304_image2_1.jpg";"산지천"
186;"0";"http://tong.visitkorea.or.kr/cms/resource/04/2772604_image2_1.jpg";"새미은총의동산(성이시돌)"
187;"1";"http://tong.visitkorea.or.kr/cms/resource/18/2653518_image2_1.jpg";"새별오름"
188;"1";"http://tong.visitkorea.or.kr/cms/resource/75/2742675_image2_1.jpg";"새별프렌즈(새별헤이요목장)"
189;"1";"http://tong.visitkorea.or.kr/cms/resource/48/608548_image2_1.jpg";"생각하는정원"
190;"1";"http://tong.visitkorea.or.kr/cms/resource/82/2638282_image2_1.jpg";"서프라이즈테마파크"
191;"1";"http://tong.visitkorea.or.kr/cms/resource/60/2740460_image2_1.jpg";"선운정사"
192;"1";"http://tong.visitkorea.or.kr/cms/resource/79/2585079_image2_1.jpg";"선흘동백동산/곶자왈(제주도국가지질공원)"
193;"1";"http://tong.visitkorea.or.kr/cms/resource/91/2611491_image2_1.bmp";"성이시돌목장"
194;"1";"http://tong.visitkorea.or.kr/cms/resource/59/1618259_image2_1.jpg";"세화해변"
195;"1";"http://tong.visitkorea.or.kr/cms/resource/95/2726695_image2_1.jpg";"쇠머리오름(우도봉)"
196;"1";"http://tong.visitkorea.or.kr/cms/resource/88/2553688_image2_1.bmp";"수목원테마파크(아이스뮤지엄)"
197;"1";"http://tong.visitkorea.or.kr/cms/resource/50/2612550_image2_1.jpg";"수월봉"
198;"1";"http://tong.visitkorea.or.kr/cms/resource/32/2617932_image2_1.jpg";"수월봉과차귀해안"
199;"1";"http://tong.visitkorea.or.kr/cms/resource/45/2704345_image2_1.jpg";"신비의도로"
200;"1";"http://tong.visitkorea.or.kr/cms/resource/20/2405220_image2_1.jpg";"신산공원"
201;"1";"http://tong.visitkorea.or.kr/cms/resource/28/2665328_image2_1.jpg";"신창풍차해안도로"
202;"1";"http://tong.visitkorea.or.kr/cms/resource/02/1618402_image2_1.jpg";"신촌향사"
203;"1";"http://tong.visitkorea.or.kr/cms/resource/90/2742690_image2_1.jpg";"싱계물공원"
204;"1";"http://tong.visitkorea.or.kr/cms/resource/51/2740451_image2_1.jpg";"아끈다랑쉬(아끈다랑쉬오름)"
205;"1";"http://tong.visitkorea.or.kr/cms/resource/53/2764053_image2_1.jpg";"아날로그감귤밭"
206;"1";"http://tong.visitkorea.or.kr/cms/resource/36/2654736_image2_1.jpg";"아부오름"
207;"1";"http://tong.visitkorea.or.kr/cms/resource/74/2632774_image2_1.bmp";"아홉굿마을"
208;"1";"http://tong.visitkorea.or.kr/cms/resource/59/2740459_image2_1.jpg";"알작지"
209;"1";"http://tong.visitkorea.or.kr/cms/resource/39/2046439_image2_1.jpg";"에코랜드테마파크"
210;"1";"http://tong.visitkorea.or.kr/cms/resource/98/2740498_image2_1.jpg";"연대포구"
211;"1";"http://tong.visitkorea.or.kr/cms/resource/46/2516646_image2_1.jpg";"연북정"
212;"1";"http://tong.visitkorea.or.kr/cms/resource/96/2517296_image2_1.jpg";"연화못(하가못)"
213;"1";"http://tong.visitkorea.or.kr/cms/resource/02/197802_image2_1.jpg";"오현단"
214;"0";"http://tong.visitkorea.or.kr/cms/resource/75/2769075_image2_1.jpg";"용담공원"
215;"0";"http://tong.visitkorea.or.kr/cms/resource/98/2772698_image2_1.jpg";"용담해안도로"
216;"1";"http://tong.visitkorea.or.kr/cms/resource/44/2612544_image2_1.jpg";"용두암"
217;"1";"http://tong.visitkorea.or.kr/cms/resource/40/1950440_image2_1.jpg";"용두암해수랜드"
218;"0";"http://tong.visitkorea.or.kr/cms/resource/93/2769093_image2_1.jpg";"용수성지"
219;"1";"http://tong.visitkorea.or.kr/cms/resource/03/2742703_image2_1.jpg";"용수항"
220;"1";"http://tong.visitkorea.or.kr/cms/resource/24/197824_image2_1.jpg";"용연"
221;"1";"http://tong.visitkorea.or.kr/cms/resource/35/2740535_image2_1.jpg";"용연구름다리"
222;"1";"http://tong.visitkorea.or.kr/cms/resource/86/656986_image2_1.jpg";"우도등대"
223;"1";"http://tong.visitkorea.or.kr/cms/resource/38/2654838_image2_1.jpg";"우도산호해변(서빈백사)"
224;"1";"http://tong.visitkorea.or.kr/cms/resource/27/2654827_image2_1.jpg";"우도(해양도립공원)"
225;"1";"http://tong.visitkorea.or.kr/cms/resource/54/822454_image2_1.jpg";"우도마을"
226;"1";"http://tong.visitkorea.or.kr/cms/resource/20/1618520_image2_1.jpg";"원당사지"
227;"1";"http://tong.visitkorea.or.kr/cms/resource/12/2742712_image2_1.jpg";"월령선인장군락지"
228;"1";"http://tong.visitkorea.or.kr/cms/resource/27/2746127_image2_1.jpg";"월령포구"
229;"1";"http://tong.visitkorea.or.kr/cms/resource/15/1831415_image2_1.jpg";"월정리해변(월정리해수욕장)"
230;"1";"http://tong.visitkorea.or.kr/cms/resource/28/2740828_image2_1.jpg";"월정리해안도로"
231;"1";"http://tong.visitkorea.or.kr/cms/resource/08/1618608_image2_1.jpg";"월정사(제주)"
232;"0";"http://tong.visitkorea.or.kr/cms/resource/25/2769125_image2_1.jpg";"저지문화예술인마을"
233;"1";"http://tong.visitkorea.or.kr/cms/resource/39/2517239_image2_1.jpg";"저지오름(닥몰오름,새오름)"
234;"1";"http://tong.visitkorea.or.kr/cms/resource/65/1620265_image2_1.jpg";"절부암"
235;"1";"http://tong.visitkorea.or.kr/cms/resource/20/2661720_image2_1.jpg";"정물오름"
236;"1";"http://tong.visitkorea.or.kr/cms/resource/54/1950454_image2_1.jpg";"제주명도암참살이마을"
237;"1";"http://tong.visitkorea.or.kr/cms/resource/94/492094_image2_1.jpg";"제주삼양동유적"
238;"1";"http://tong.visitkorea.or.kr/cms/resource/94/2044994_image2_1.jpg";"제주유수암마을"
239;"1";"http://tong.visitkorea.or.kr/cms/resource/39/2754539_image2_1.jpg";"제주청수마을"
240;"1";"http://tong.visitkorea.or.kr/cms/resource/40/1620040_image2_1.jpg";"제주하도리철새도래지"
241;"1";"http://tong.visitkorea.or.kr/cms/resource/14/1618314_image2_1.jpg";"제주항파두리항몽유적"
242;"1";"http://tong.visitkorea.or.kr/cms/resource/44/1806044_image2_1.jpg";"제주4·3평화공원"
243;"1";"http://tong.visitkorea.or.kr/cms/resource/09/1618309_image2_1.jpg";"제주공룡랜드"
244;"1";"http://tong.visitkorea.or.kr/cms/resource/41/1574541_image2_1.jpg";"제주대벚꽃길"
245;"1";"http://tong.visitkorea.or.kr/cms/resource/96/2612496_image2_1.jpg";"제주도국가지질공원"
246;"1";"http://tong.visitkorea.or.kr/cms/resource/34/1618534_image2_1.jpg";"제주러브랜드"
247;"1";"http://tong.visitkorea.or.kr/cms/resource/55/637255_image2_1.jpg";"제주마방목지"
248;"1";"http://tong.visitkorea.or.kr/cms/resource/68/2517368_image2_1.jpg";"제주목관아"
249;"1";"http://tong.visitkorea.or.kr/cms/resource/41/1618541_image2_1.jpg";"제주별빛누리공원"
250;"1";"http://tong.visitkorea.or.kr/cms/resource/40/2479040_image2_1.jpg";"제주불빛정원"
251;"1";"http://tong.visitkorea.or.kr/cms/resource/58/2505858_image2_1.JPG";"제주샘주공장"
252;"1";"http://tong.visitkorea.or.kr/cms/resource/75/2517475_image2_1.jpg";"제주선인장마을"
253;"1";"http://tong.visitkorea.or.kr/cms/resource/46/1618546_image2_1.jpg";"제주성지"
254;"1";"http://tong.visitkorea.or.kr/cms/resource/10/2364410_image2_1.jpg";"제주절물자연휴양림"
255;"1";"http://tong.visitkorea.or.kr/cms/resource/95/2676395_image2_1.JPG";"제주탐나라공화국"
256;"1";"http://tong.visitkorea.or.kr/cms/resource/51/1618251_image2_1.jpg";"제주해녀항일운동기념탑"
257;"1";"http://tong.visitkorea.or.kr/cms/resource/24/1618324_image2_1.jpg";"제주향교"
258;"1";"http://tong.visitkorea.or.kr/cms/resource/60/1637460_image2_1.jpg";"제주힐링명상센터(무병장수테마파크)"
259;"1";"http://tong.visitkorea.or.kr/cms/resource/11/198511_image2_1.jpg";"차귀도"
260;"1";"http://tong.visitkorea.or.kr/cms/resource/74/2552374_image2_1.bmp";"천왕사(제주)"
